Trial,統合した解の中心の総和,t_L,t_U,DM1,DM1の式1の最適値,DM1の積,DM1の式10の最適値,DM2,DM2の式1の最適値,DM2の積,DM2の式10の最適値,DM3,DM3の式1の最適値,DM3の積,DM3の式10の最適値
106,0.972222252991454,1.0,0.9999999999999998,1.0000000138461544,0.2777777777777779,0.27777778162393213,0.2777777777777781,0.9999999678571433,0.31111111111111145,0.31111110111111145,0.31111111111111134,1.0,0.16666666666666685,0.16666666666666685,0.16666666666666685
112,1.00000000505342,1.0,1.0,0.9444444697759392,0.3333333333333326,0.3333333422738614,0.35294117647058876,1.0000000150160262,0.22222222222222254,0.2222222255591168,0.2222222222222221,1.0,0.2222222222222221,0.22222222222222254,0.22222222222222254
113,1.0000000228003334,0.9999999803531695,1.000000019646831,1.0,0.31111111111111145,0.31111111111111134,0.31111111111111134,1.0000000228003334,0.22222222222222177,0.22222222728896285,0.2222222222222221,1.0000000035539482,0.27777777777777823,0.27777777876498555,0.2777777777777777
118,1.1111110944444447,1.0000000000000002,1.0,0.9444444517638887,0.3333333333333326,0.3333333359166671,0.35294117647058876,1.0000000075000002,0.22222222222222177,0.2222222238888888,0.2222222222222221,1.0000000075,0.22222222222222243,0.22222222388888876,0.2222222222222221
119,1.0000000982371828,0.9999999888049468,1.0000000111950533,0.9999999999999999,0.33846153846153815,0.3384615384615384,0.3384615384615385,0.9999999900000006,0.3333333333333335,0.3333333299999996,0.3333333333333327,0.9615385229166689,0.3846153846153839,0.3846154091666675,0.3999999999999999
120,1.0624999909182025,0.9444444443328057,1.0625000001412928,1.031249995526843,0.4117647058823529,0.437499998102297,0.4242424242424242,1.0416666623263888,0.3846153846153847,0.41666666493055543,0.3999999999999999,1.0624999952584804,0.3333333333333326,0.37499999832652303,0.35294117647058876
124,1.038461539793269,0.99999999149537,1.0000000085046303,0.9807692379342949,0.33333333333333226,0.3461538486826926,0.35294117647058854,0.9999999909722229,0.3384615384615386,0.33846153540598284,0.33846153846153815,1.0000000072222224,0.30769230769230715,0.30769230991453034,0.30769230769230804
134,1.000000026498018,0.9999999735019833,1.000000026498018,0.9444444866914716,0.3333333333333326,0.3333333482440493,0.35294117647058876,0.9444444866914716,0.33333333333333226,0.3333333482440491,0.35294117647058854,1.0,0.2777777777777779,0.27777777777777857,0.27777777777777857
136,0.9111111590456791,1.0000000000000002,1.0000000000000002,0.9444444366396604,0.33333333333333226,0.33333333057870396,0.35294117647058854,0.9444444195806321,0.33333333333333226,0.3333333245578704,0.35294117647058854,1.0111111127790118,0.2777777777777778,0.2888888893654317,0.2857142857142855
138,1.0000000295234812,0.9999999872168507,1.0000000127831496,1.0000000295234812,0.22222222222222177,0.2222222287829957,0.2222222222222221,0.9999999999999999,0.27777777777777823,0.27777777777777785,0.2777777777777779,0.9999999832596687,0.31111111111111145,0.3111111059030083,0.31111111111111134
143,1.1111110914444446,1.0,0.9999999999999998,0.9999999904878046,0.2777777777777779,0.2777777751355016,0.2777777777777781,1.0000000075000002,0.22222222222222177,0.2222222238888888,0.2222222222222221,0.9999999935000002,0.22222222222222232,0.22222222077777748,0.22222222222222188
147,0.9999999990837105,0.9999999990837103,1.0000000009162895,0.9444444489113247,0.3333333333333326,0.3333333349098798,0.35294117647058876,0.9999999946040724,0.27777777777777823,0.27777777627890915,0.2777777777777779,1.0000000035633487,0.22222222222222177,0.22222222301407737,0.2222222222222221
152,1.0000000045000002,0.9999999955000001,1.0000000045000002,0.9999999595000009,0.31111111111111145,0.31111109851111163,0.31111111111111134,1.0000000045000002,0.22222222222222177,0.22222222322222213,0.2222222222222221,1.0000000045000002,0.22222222222222143,0.22222222322222235,0.22222222222222232
158,1.0000000389236154,0.9999999837847235,1.000000016215277,0.94444449336806,0.33333333333333226,0.3333333506004921,0.35294117647058854,1.0,0.27777777777777823,0.2777777777777779,0.2777777777777779,0.94444449336806,0.3333333333333326,0.33333335060049224,0.35294117647058876
160,1.0000000203668684,0.9999999796331323,1.0000000203668686,1.0,0.31111111111111145,0.31111111111111134,0.31111111111111134,0.9444444721175995,0.33333333333333226,0.3333333431003295,0.35294117647058854,1.0,0.31111111111111156,0.31111111111111067,0.31111111111111067
163,1.038461539793269,0.9999999914953711,1.0000000085046294,0.9615384686431623,0.3846153846153839,0.3846153874572648,0.3999999999999999,0.9807692379342945,0.3333333333333326,0.34615384868269267,0.35294117647058876,1.0000000072222222,0.3076923076923075,0.30769230991452967,0.3076923076923075
165,1.0624999905216137,0.9444444443517496,1.062500000117317,1.0416666618880204,0.3846153846153847,0.4166666647552081,0.3999999999999999,1.0624999954843748,0.33333333333333226,0.37499999840625026,0.35294117647058854,1.0624999950372387,0.3333333333333326,0.3749999982484377,0.35294117647058876
167,1.0000000004090908,0.9999999938636364,1.0000000061363639,0.9999999971363636,0.22222222222222143,0.22222222158585866,0.22222222222222232,0.9999999877272725,0.27777777777777823,0.27777777436868695,0.2777777777777779,0.9999999971363636,0.1481481481481477,0.14814814772390558,0.14814814814814803
168,1.0000000075000002,0.9999999925000004,1.0000000075,1.0000000075000002,0.22222222222222177,0.2222222238888888,0.2222222222222221,0.9444444517638887,0.3333333333333326,0.3333333359166671,0.35294117647058876,1.0000000075000002,0.2222222222222221,0.2222222238888888,0.2222222222222221
170,1.0000000150000004,0.9999999700000008,1.000000030000001,1.0000000150000004,0.22222222222222177,0.2222222255555555,0.2222222222222221,0.9999999975,0.27777777777777823,0.27777777708333345,0.2777777777777779,0.9444444584305556,0.3333333333333326,0.33333333826960837,0.35294117647058876
