Trial-1_PCM-1
1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,,[0.18181818181818263, 0.18181818181818263]
1.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,,[0.1818181818181818, 0.1818181818181826]
1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,,[0.0909090909090913, 0.18181818181818163]
0.25,0.25,0.5,1.0,1.0,1.0,1.0,1.0,,[0.045454545454545664, 0.09090909090909009]
1.0,0.5,1.0,1.0,1.0,2.0,2.0,2.0,,[0.09090909090908925, 0.18181818181818146]
0.5,0.5,0.5,1.0,0.5,1.0,1.0,2.0,,[0.09090909090909087, 0.09090909090909087]
1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,,[0.09090909090909058, 0.1818181818181817]
0.5,0.5,1.0,1.0,0.5,0.5,0.5,1.0,,[0.04545454545454575, 0.09090909090909086]

Trial-1_PCM-2
1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,[0.0967741935483848, 0.19354838709677177]
1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,,[0.19354838709677058, 0.1935483870967707]
1.0,0.5,1.0,2.0,1.0,2.0,1.0,2.0,,[0.09677419354838533, 0.1935483870967754]
0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,,[0.09677419354838585, 0.09677419354838585]
1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,,[0.09677419354838812, 0.19354838709678138]
1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,,[0.09677419354838583, 0.09677419354838583]
1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,,[0.09677419354838585, 0.09677419354838585]
0.5,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,,[0.06451612903225686, 0.09677419354838776]

Trial-1_PCM-3
1.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,,[0.20669291338582424, 0.20669291338582424]
1.0,1.0,2.0,7.0,2.0,3.0,2.0,5.0,,[0.20669291338582615, 0.20669291338582657]
0.5,0.5,1.0,2.0,1.0,1.0,1.0,1.0,,[0.10334645669291333, 0.10334645669291333]
0.25,0.14285714285714285,0.5,1.0,1.0,1.0,1.0,1.0,,[0.029527559055118065, 0.10334645669291381]
1.0,0.5,1.0,1.0,1.0,2.0,1.0,2.0,,[0.10334645669291359, 0.20669291338582715]
0.5,0.3333333333333333,1.0,1.0,0.5,1.0,1.0,2.0,,[0.06889763779527541, 0.10334645669291376]
0.5,0.5,1.0,1.0,1.0,1.0,1.0,2.0,,[0.10334645669291243, 0.10334645669291243]
0.5,0.2,1.0,1.0,0.5,0.5,0.5,1.0,,[0.04133858267716525, 0.10334645669291329]

Trial-2_PCM-1
1.0,1.0,2.0,5.0,1.0,2.0,2.0,1.0,,[0.16620498614958343, 0.16620498614958343]
1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,,[0.1662049861495844, 0.1662049861495844]
0.5,0.5,1.0,2.0,1.0,2.0,1.0,2.0,,[0.08310249307479171, 0.16620498614958562]
0.2,0.5,0.5,1.0,1.0,1.0,1.0,1.0,,[0.03324099722991661, 0.16620498614958493]
1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,[0.16620498614958443, 0.16620498614958443]
0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,,[0.08310249307479196, 0.08310249307479221]
0.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,,[0.08310249307479217, 0.08310249307479217]
1.0,0.3333333333333333,0.5,1.0,0.5,1.0,1.0,1.0,,[0.055401662049861536, 0.1662049861495844]

Trial-2_PCM-2
1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,,[0.15238095238095273, 0.15238095238095278]
1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,,[0.15238095238095248, 0.22857142857142912]
1.0,0.5,1.0,3.0,1.0,2.0,1.0,2.0,,[0.11428571428571448, 0.15238095238095242]
0.25,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,,[0.03809523809523821, 0.11428571428571394]
1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,,[0.11428571428571324, 0.1523809523809524]
0.5,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,2.0,,[0.07619047619047624, 0.11428571428571369]
1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,,[0.0761904761904763, 0.15238095238095242]
1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,,[0.057142857142856954, 0.15238095238095248]

Trial-2_PCM-3
1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,,[0.19138755980861324, 0.19138755980861336]
1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,[0.1913875598086132, 0.1913875598086132]
0.5,1.0,1.0,5.0,1.0,1.0,1.0,1.0,,[0.09569377990430669, 0.1913875598086093]
0.5,0.5,0.2,1.0,1.0,1.0,1.0,1.0,,[0.03827751196172191, 0.09569377990430651]
1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,,[0.09569377990430564, 0.19138755980861322]
0.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,,[0.0956937799043065, 0.0956937799043065]
0.5,0.5,1.0,1.0,0.5,1.0,1.0,2.0,,[0.09569377990430489, 0.09569377990430489]
0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0,,[0.04784688995215247, 0.0956937799043062]

Trial-3_PCM-1
1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,[0.11214953271028305, 0.2242990654205617]
1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,[0.22429906542056163, 0.22429906542056172]
0.5,0.5,1.0,3.0,1.0,2.0,1.0,1.0,,[0.11214953271028108, 0.11214953271028125]
0.5,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,,[0.03738317757009374, 0.11214953271028094]
1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,,[0.11214953271027692, 0.1121495327102799]
0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,,[0.056074766355139416, 0.11214953271028108]
1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,[0.11214953271028, 0.11214953271028]
1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,[0.11214953271027603, 0.11214953271027603]

Trial-3_PCM-2
1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,,[0.16271186440677876, 0.16271186440677934]
1.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,,[0.16271186440677965, 0.2033898305084775]
1.0,0.5,1.0,6.0,1.0,2.0,1.0,2.0,,[0.10169491525423868, 0.16271186440678007]
0.25,0.5,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,,[0.02711864406779628, 0.16271186440678004]
1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,[0.1627118644067795, 0.1627118644067795]
0.5,0.5,0.5,1.0,0.5,1.0,1.0,2.0,,[0.08135593220338998, 0.08135593220338998]
